HS;Descripción HS;ID_ADR;CADENA_PRODUCTIVA_ADR;ENA;ACTIVOSPRODUCTIVO;ASISTENCIATECNICA;ADT
080300;Bananas o plátanos, frescos o secos;011407;CHOLUPA;;;;CHOLUPA
080300;Bananas o plátanos, frescos o secos;011409;PLATANO;;;;GUINEO
080300;Bananas o plátanos, frescos o secos;011409;PLATANO;;;;PLÁTANO
080410;Dátiles, frescos o secos;011509;DATIL;DATIL;;;
080420;Higos, frescos o secos;011510;HIGO;HIGO;;;
080420;Higos, frescos o secos;011510;HIGO;;;;BREVA
080420;Higos, frescos o secos;011510;HIGO;;;;HIGOS
080430;"Piñas ""ananás"", frescas o secas";011501;PIÑA;PIÑA;;;
080430;"Piñas ""ananás"", frescas o secas";011501;PIÑA;;;;PIÑA
080440;"Aguacates ""paltas"", frescos o secos";011502;AGUACATE;AGUACATE;;;
080440;"Aguacates ""paltas"", frescos o secos";011502;AGUACATE;;;;AGUACATE
080440;"Aguacates ""paltas"", frescos o secos";011502;AGUACATE;;;;AGUACATE HASS
080440;"Aguacates ""paltas"", frescos o secos";011502;AGUACATE;;;;AGUACATES
080440;"Aguacates ""paltas"", frescos o secos";011502;AGUACATE;;;;OTROS FRUTALES AGUACATE
080450;Guayabas, mangos y mangostanes, frescos o secos;011503;GUAYABA;GUAYABA;;;
080450;Guayabas, mangos y mangostanes, frescos o secos;011504;GUAYABA MANZANA;GUAYABA MANZANA;;;
080450;Guayabas, mangos y mangostanes, frescos o secos;011505;GUAYABA PERA;GUAYABA PERA;;;
080450;Guayabas, mangos y mangostanes, frescos o secos;011506;MANGO;MANGO;;;
080450;Guayabas, mangos y mangostanes, frescos o secos;011507;MANGO INJERTO;MANGO INJERTO;;;
080450;Guayabas, mangos y mangostanes, frescos o secos;011508;MANGOSTINO;MANGOSTINO;;;
080450;Guayabas, mangos y mangostanes, frescos o secos;011503;GUAYABA;;;;GUAYABA
080450;Guayabas, mangos y mangostanes, frescos o secos;011503;GUAYABA;;;;GUAYABA AGRIA
080450;Guayabas, mangos y mangostanes, frescos o secos;011506;MANGO;;;;MANGO
0805;"Agrios ""cítricos"", frescos o secos";0116;CITRICOS;CITRICOS;;;
0805;"Agrios ""cítricos"", frescos o secos";0116;CITRICOS;;;;CRÍTICOS
0805;"Agrios ""cítricos"", frescos o secos";0116;CITRICOS;;;;CÍTRICO
0805;"Agrios ""cítricos"", frescos o secos";0116;CITRICOS;;;;CÍTRICOS
0805;"Agrios ""cítricos"", frescos o secos";0116;CITRICOS;;;;CÍTRICOS CACAO
0805;"Agrios ""cítricos"", frescos o secos";0116;CITRICOS;;;;CÍTRICOS Y YUCA
0805;"Agrios ""cítricos"", frescos o secos";0116;CITRICOS;;;;FRUTALES CÍTRICOS
080510;Naranjas, frescas o secas;011601;NARANJA;NARANJA;;;
080510;Naranjas, frescas o secas;011602;NARANJA JAFFA;NARANJA JAFFA;;;
080510;Naranjas, frescas o secas;011603;NARANJA SALUSTIANA;NARANJA SALUSTIANA;;;
080510;Naranjas, frescas o secas;011604;NARANJA VALENCIA;NARANJA VALENCIA;;;
080510;Naranjas, frescas o secas;011605;NARANJA WASHINGTON NAVEL;NARANJA WASHINGTON NAVEL;;;
080510;Naranjas, frescas o secas;011606;TANGARANA;TANGARANA;;;
080510;Naranjas, frescas o secas;011601;NARANJA;;;;NARANJA
080510;Naranjas, frescas o secas;011605;NARANJA WASHINGTON NAVEL;;;;NARANJAS
080520;"Mandarinas, incl. las tangerinas y satsumas; clementinas, wilkings e híbridos simil. de agrios ...";011607;MANDARINA;MANDARINA;;;
080520;"Mandarinas, incl. las tangerinas y satsumas; clementinas, wilkings e híbridos simil. de agrios ...";011608;MANDARINA CLEMENTINA;MANDARINA CLEMENTINA;;;
080520;"Mandarinas, incl. las tangerinas y satsumas; clementinas, wilkings e híbridos simil. de agrios ...";011609;MANDARINA ONECO;MANDARINA ONECO;;;
080520;"Mandarinas, incl. las tangerinas y satsumas; clementinas, wilkings e híbridos simil. de agrios ...";011610;TANGELO;TANGELO;;;
080520;"Mandarinas, incl. las tangerinas y satsumas; clementinas, wilkings e híbridos simil. de agrios ...";011611;TANGELO MINEOLA;TANGELO MINEOLA;;;
080520;"Mandarinas, incl. las tangerinas y satsumas; clementinas, wilkings e híbridos simil. de agrios ...";011612;TANGELO ORLANDO;TANGELO ORLANDO;;;
080520;"Mandarinas, incl. las tangerinas y satsumas; clementinas, wilkings e híbridos simil. de agrios ...";011607;MANDARINA;;;;MANDARINA
080530;Limones y lima agria, frescos o secos;011613;LIMA;LIMA;;;
080530;Limones y lima agria, frescos o secos;011614;LIMA TAHITI;LIMA TAHITI;;;
080530;Limones y lima agria, frescos o secos;011615;LIMON;LIMON;;;
080530;Limones y lima agria, frescos o secos;011616;LIMON MANDARINO;LIMON MANDARINO;;;
080530;Limones y lima agria, frescos o secos;011617;LIMON PAJARITO;LIMON PAJARITO;;;
080530;Limones y lima agria, frescos o secos;011618;LIMON TAHITI;LIMON TAHITI;;;
080530;Limones y lima agria, frescos o secos;011615;LIMON;;;;LIMÓN
080530;Limones y lima agria, frescos o secos;011617;LIMON PAJARITO;;;;LIMÓN PAJARITO
080530;Limones y lima agria, frescos o secos;011617;LIMON PAJARITO;;;;LIMÓN PAPAYA
080530;Limones y lima agria, frescos o secos;011618;LIMON TAHITI;;;;LIMÓN TAHITÍ
080530;Limones y lima agria, frescos o secos;011618;LIMON TAHITI;;;;LIMÓN Y PLÁTANO
080540;Toronjas o pomelos, frescos o secos;011619;POMELO;POMELO;;;
080540;Toronjas o pomelos, frescos o secos;011620;TORONJA;TORONJA;;;
080610;Uvas frescas;011701;UVA;UVA;;;
080610;Uvas frescas;011702;UVA CAIMARONA;UVA CAIMARONA;;;
080610;Uvas frescas;011701;UVA;;;;UVA
080610;Uvas frescas;011701;UVA;;;;UVA Y PLÁTANO
080610;Uvas frescas;011701;UVA;;;;VID FRUTAL
080711;Sandías, frescas;011801;PATILLA;PATILLA;;;
080711;Sandías, frescas;011801;PATILLA;;;;PATILLA
080711;Sandías, frescas;011801;PATILLA;;;;SANDIA
080711;Sandías, frescas;011801;PATILLA;;;;SANDÍA
080719;Melones, frescos (exc. sandías);011802;MELON;MELON;;;
080719;Melones, frescos (exc. sandías);011802;MELON;;;;MELÓN
080720;Papayas, frescas;011803;PAPAYA;PAPAYA;;;
080720;Papayas, frescas;011804;PAPAYA HAWAIANA;PAPAYA HAWAIANA;;;
080720;Papayas, frescas;011805;PAPAYUELA;PAPAYUELA;;;
080720;Papayas, frescas;011803;PAPAYA;;;;LECHOSA
080720;Papayas, frescas;011803;PAPAYA;;;;PANCOGER Y PAPAYA
080720;Papayas, frescas;011803;PAPAYA;;;;PAPAYA
080810;Manzanas, frescas;011901;MANZANA;MANZANA;;;
080810;Manzanas, frescas;011901;MANZANA;;;;MANZANA
080820;Manzanas, peras y membrillos, frescos : Peras y membrillos;011902;PERA;PERA;;;
080920;Albaricoques (damascos, chabacanos), cerezas, melocotones (duraznos) (incluidos los griñones ...;012001;DURAZNO;DURAZNO;;;
080920;Albaricoques (damascos, chabacanos), cerezas, melocotones (duraznos) (incluidos los griñones ...;012001;DURAZNO;;;;DURAZNO
080940;Ciruelas y endrinas, frescas;012002;CIRUELA;CIRUELA;;;
080940;Ciruelas y endrinas, frescas;012002;CIRUELA;;;;CIRUELA
081010;"Fresas ""frutillas"", frescas";012101;FRESA;FRESA;;;
081010;"Fresas ""frutillas"", frescas";012101;FRESA;;;;FRESA
081020;Frambuesas, zarzamoras, moras y moras-frambuesa, frescas;012102;FRAMBUESA;FRAMBUESA;;;
081020;Frambuesas, zarzamoras, moras y moras-frambuesa, frescas;012103;MORA;MORA;;;
081020;Frambuesas, zarzamoras, moras y moras-frambuesa, frescas;012103;MORA;;;;MORA
081020;Frambuesas, zarzamoras, moras y moras-frambuesa, frescas;012103;MORA;;;;MORA Y OTROS DE MENOR ESCALA
081020;Frambuesas, zarzamoras, moras y moras-frambuesa, frescas;012103;MORA;;;;MORA Y TOMATE DE ÁRBOL
081020;Frambuesas, zarzamoras, moras y moras-frambuesa, frescas;012103;MORA;;;;MORRÓN
081040;"Arándanos rojos, mirtilos y demás frutos del género ""Vaccinium"", frescos";012104;AGRAZ;AGRAZ;;;
081040;"Arándanos rojos, mirtilos y demás frutos del género ""Vaccinium"", frescos";012105;ARANDANO;ARANDANO;;;
081090;Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya ...;012235;PITAHAYA;PITAHAYA;;;
081090;Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya ...;012236;TAMARINDO;TAMARINDO;;;
081090;Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya ...;012235;PITAHAYA;;;;PITAHAYA
081090;Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya ...;012235;PITAHAYA;;;;PITAYA.
081090;Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya ...;012236;TAMARINDO;;;;TAMARINDO
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012201;ANON;ANON;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012202;ARAZA;ARAZA;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012203;ASAI;ASAI;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012204;BACURI;BACURI;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012205;BADEA;BADEA;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012206;BOROJO;BOROJO;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012207;BREVO;BREVO;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012208;CAIMO;CAIMO;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012209;CHAMBA;CHAMBA;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012210;CHIRIMOYA;CHIRIMOYA;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012211;CHONTADURO;CHONTADURO;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012212;COCONA;COCONA;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012213;COPOAZU;COPOAZU;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012214;CURCUMA;CURCUMA;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012215;CURUBA;CURUBA;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;011511;FEIJOA;FEIJOA;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012238;FRUTALES VARIOS;FRUTALES VARIOS;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012216;GRANADILLA;GRANADILLA;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012217;GUAMA;GUAMA;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012218;GUANABANA;GUANABANA;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012219;GULUPA;GULUPA;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012220;LULO;LULO;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012221;MAMEY;MAMEY;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012222;MAMONCILLO;MAMONCILLO;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012223;MARACUYA;MARACUYA;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012224;MARAÑON;MARAÑON;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012225;NISPERO;NISPERO;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012226;NONI;NONI;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012227;PEPA DE PAN;PEPA DE PAN;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012228;POMARROSA;POMARROSA;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012229;RAMBUTAN;RAMBUTAN;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012230;TOMATE DE ARBOL;TOMATE DE ARBOL;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012231;UCHUVA;UCHUVA;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012232;UMARI;UMARI;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012233;ZAPOTE;ZAPOTE;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012234;ZARAGOZA;ZARAGOZA;;;
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012205;BADEA;;;;BADEA
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012210;CHIRIMOYA;;;;CHIRIMOYA
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012215;CURUBA;;;;CURUBA
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012215;CURUBA;;;;CURUBO
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;011511;FEIJOA;;;;FREIJOA
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012238;FRUTALES VARIOS;;;;FRUTALES
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012238;FRUTALES VARIOS;;;;FRUTALES DE CLIMA FRIO
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012238;FRUTALES VARIOS;;;;FRUTAS
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012238;FRUTALES VARIOS;;;;FRÚTALES
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012216;GRANADILLA;;;;GRANADILLA
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012216;GRANADILLA;;;;GRANADILLA\nGIRASOL
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012218;GUANABANA;;;;GUANÁBANA
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012219;GULUPA;;;;GULUPA
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012238;FRUTALES VARIOS;;;;HORTOFRUTÍCOLAS
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012220;LULO;;;;LULO
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012220;LULO;;;;LULO DE CASTILLA
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012223;MARACUYA;;;;MARACUYÁ
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012223;MARACUYA;;;;MARACUYÁ Y PLÁTANO
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012225;NISPERO;;;;NÍSPEROS
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012230;TOMATE DE ARBOL;;;;TOMATE DE ÁRBOL
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012231;UCHUVA;;;;UCHUVA
081340;Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...;012231;UCHUVA;;;;UCHUVAS
090111;Café sin tostar ni descafeinar;0101;CAFE;CAFE;;;
090111;Café sin tostar ni descafeinar;0101;CAFE;;;;CAFÉ
090111;Café sin tostar ni descafeinar;0101;CAFE;;;;CAFÉ FRÍJOL
090111;Café sin tostar ni descafeinar;0101;CAFE;;;;CAFÉ MAÍZ
090210;Té verde sin fermentar, presentado en envases inmediatos con un contenido <= 3 kg;012401;TE;TE;;;
090411;"Pimienta del género ""Piper"" sin triturar ni pulverizar";012402;PIMENTON;PIMENTON;;;
090411;"Pimienta del género ""Piper"" sin triturar ni pulverizar";012403;PIMIENTA;PIMIENTA;;;
090411;"Pimienta del género ""Piper"" sin triturar ni pulverizar";012402;PIMENTON;;;;PIMENTÓN
090411;"Pimienta del género ""Piper"" sin triturar ni pulverizar";012402;PIMENTON;;;;PIMIENTO
090411;"Pimienta del género ""Piper"" sin triturar ni pulverizar";012402;PIMENTON;;;;PIMIENTOS
090500;Vainilla;012404;VAINILLA;VAINILLA;;;
090500;Vainilla;012404;VAINILLA;;;;VAINILLA
090810;Nuez moscada, macis, amomos y cardamomos : Nuez moscada;012405;CARDAMOMO;CARDAMOMO;;;
090910;"Semillas de anís, badiana, hinojo, cilantro, comino o alcaravea; bayas de enebro : Semillas ...";012406;ANIS;ANIS;;;
090910;"Semillas de anís, badiana, hinojo, cilantro, comino o alcaravea; bayas de enebro : Semillas ...";012407;CHILLANGUA;CHILLANGUA;;;
090910;"Semillas de anís, badiana, hinojo, cilantro, comino o alcaravea; bayas de enebro : Semillas ...";012408;CILANTRO;CILANTRO;;;
090910;"Semillas de anís, badiana, hinojo, cilantro, comino o alcaravea; bayas de enebro : Semillas ...";012409;CIMARRON;CIMARRON;;;
090910;"Semillas de anís, badiana, hinojo, cilantro, comino o alcaravea; bayas de enebro : Semillas ...";012408;CILANTRO;;;;CILANTRO
090910;"Semillas de anís, badiana, hinojo, cilantro, comino o alcaravea; bayas de enebro : Semillas ...";012408;CILANTRO;;;;CILANTRO ZANAHORIA
0910;"Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, ""curry"" y demás especias (exc. pimienta ...";0124;PLANTAS AROMATICAS, MEDICINALES, ESPECIAS Y SEMILLAS;PLANTAS AROMATICAS;;;
0910;"Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, ""curry"" y demás especias (exc. pimienta ...";0124;PLANTAS AROMATICAS, MEDICINALES, ESPECIAS Y SEMILLAS;PLANTAS AROMATICAS Y MEDICINALES;;;
0910;"Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, ""curry"" y demás especias (exc. pimienta ...";0124;PLANTAS AROMATICAS, MEDICINALES, ESPECIAS Y SEMILLAS;PLANTAS MEDICINALES;;;
0910;"Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, ""curry"" y demás especias (exc. pimienta ...";0124;PLANTAS AROMATICAS, MEDICINALES, ESPECIAS Y SEMILLAS;;;;AROMÁTICA
0910;"Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, ""curry"" y demás especias (exc. pimienta ...";0124;PLANTAS AROMATICAS, MEDICINALES, ESPECIAS Y SEMILLAS;;;;AROMÁTICAS
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012410;PEREJIL;PEREJIL;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012410;PEREJIL;;;;PEREJIL
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012411;ACHIN;ACHIN;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012412;ACHIOTE;ACHIOTE (BIJA);;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012413;ALBAHACA;ALBAHACA;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012414;AMARANTO;AMARANTO;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012415;CALENDULA;CALENDULA;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012416;CHIRARAN;CHIRARAN;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012417;COCCULUS;COCCULUS;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012418;ENELDO;ENELDO;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012419;HIERBABUENA;HIERBABUENA;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012420;JENGIBRE;JENGIBRE;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012421;LAUREL;LAUREL;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012422;LIMONARIA;LIMONARIA;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012423;MANZANILLA;MANZANILLA;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012424;MEDICINALES;;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012425;MENTA;MENTA;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012426;MORINGA;MORINGA;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012427;MOSTAZA;;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012428;OREGANO;OREGANO;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012429;POLEO;POLEO;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012430;ROMERO;ROMERO;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012431;RUSCUS;RUSCUS;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012432;SABILA;SABILA;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012433;TOMILLO;TOMILLO;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012412;ACHIOTE;;;;ACHOTE
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012415;CALENDULA;;;;CALÉNDULA
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012419;HIERBABUENA;;;;HIERVAS AROMÁTICAS
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012424;MEDICINALES;;;;MEDICINALES
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012426;MORINGA;;;;MORINGA
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012427;MOSTAZA;;;;MOSTAZA
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012427;MOSTAZA;;;;MURINGA
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012432;SABILA;;;;SÁBILA
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012433;TOMILLO;;;;TOMILLO
100110;Trigo y morcajo (tranquillón) : Trigo duro;012501;TRIGO;TRIGO;;;
100110;Trigo y morcajo (tranquillón) : Trigo duro;012501;TRIGO;;;;TRIGO
100300;Cebada;012502;CEBADA;CEBADA;;;
100300;Cebada;012502;CEBADA;;;;CEBADA
100300;Cebada;012502;CEBADA;;;;CEBADA Y AVENA
100400;Avena;0125023;AVENA;AVENA;;;
100400;Avena;0125023;AVENA;;;;AVENA
100510;Semillas de maíz para la siembra;012504;MAIZ;;;MAIZ;
100510;Semillas de maíz para la siembra;012504;MAIZ;;;;CHÓCOLO
100510;Semillas de maíz para la siembra;012504;MAIZ;;;;MAIZ
100510;Semillas de maíz para la siembra;012504;MAIZ;;;;MAÍZ
100510;Semillas de maíz para la siembra;012505;MAIZ FORRAJERO;MAIZ FORRAJERO;;;
100510;Semillas de maíz para la siembra;012506;MAIZ TECNIFICADO;MAIZ TECNIFICADO;;;
100510;Semillas de maíz para la siembra;012507;MAIZ TRADICIONAL;MAIZ TRADICIONAL;;;
100510;Semillas de maíz para la siembra;012508;MILLO;MILLO;;;
100510;Semillas de maíz para la siembra;012507;MAIZ TRADICIONAL;;;;MAÍZ Y YUCA
100510;Semillas de maíz para la siembra;012508;MILLO;;;;MILLO
100610;"Arroz con cáscara o arroz ""paddy""";012509;ARROZ;;;ARROZ;
100610;"Arroz con cáscara o arroz ""paddy""";012510;ARROZ RIEGO;ARROZ RIEGO;;;
100610;"Arroz con cáscara o arroz ""paddy""";012511;ARROZ SECANO MANUAL;ARROZ SECANO MANUAL;;;
100610;"Arroz con cáscara o arroz ""paddy""";012512;ARROZ SECANO MECANIZADO;ARROZ SECANO MECANIZADO;;;
100610;"Arroz con cáscara o arroz ""paddy""";012509;ARROZ;;;;ARROZ
100700;Sorgo de grano (granífero);012513;SORGO;SORGO;;;
100700;Sorgo de grano (granífero);012513;SORGO;;;;SORGO
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012435;FLOR DE JAMAICA;FLOR DE JAMAICA;;;
100850;"Quinua ""Chenopodium quinoa""";012436;QUINUA;QUINUA;;;
100850;"Quinua ""Chenopodium quinoa""";012436;QUINUA;;;;QUINUA
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012437;ACHIRA;ACHIRA;;;
100890;Cereales (excepto el trigo y morcajo, centeno, cebada, avena, maíz, arroz, sorgo, trigo sarraceno, ...;012514;CENTENO;CENTENO;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012438;CHIA;CHIA;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012439;SAGU;SAGU;;;
